Incident,Date,Offense Type,Premise
6077617,1/14/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6147217,1/14/2017,Fugitive (Inside) - Special Crimes,"Road, Street, or Sidewalk"
6149217,1/14/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6157417,1/14/2017,Aggravated Robbery (Serious Bodily Injury),Apartment
6160517,1/14/2017,Investigation - Assault,Residence or House
6164217,1/14/2017,Investigation - Family Violence,Residence or House
6166017,1/14/2017,Aggravated Assault (Deadly Weapon),Apartment Parking Lot
6170517,1/14/2017,Investigation - Family Violence,Apartment
6171317,1/14/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6175517,1/14/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6184217,1/14/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6185717,1/14/2017,Aggravated Assault (Deadly Weapon),Residence or House
6186717,1/14/2017,Aggravated Assault (Deadly Weapon),Residence or House
6188117,1/14/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
5972617,1/14/2017,Investigation - Family Violence,Apartment
5977617,1/14/2017,Fam Viol-Terroristic Threat Other Means(T),"Road, Street, or Sidewalk"
5987317,1/14/2017,Investigation - Family Violence,Apartment
5990117,1/14/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Multi-Plex Home (Duplex,Triplex Etc.)"
6005517,1/14/2017,Investigation - Family Violence,Apartment
6005717,1/14/2017,Aggravated Assault (Deadly Weapon),Apartment
8670417,1/14/2017,Fam Viol - Assault (A/C) Bodily Force (H),Office Building
6270917,1/14/2017,Municipal / City Ordinance (All Others),Other Parking Lot
6274017,1/14/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6242617,1/14/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6243117,1/14/2017,PCS - Felony - Synthetic Narcotics  (Poss),Apartment Parking Lot
6248017,1/14/2017,Aggravated Assault (Deadly Weapon),Apartment
6262517,1/14/2017,Investigation - Family Violence,"Hotel, Motel, Inn, Etc."
6238817,1/14/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6274417,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6620417,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6518117,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6519717,1/15/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
6520217,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6526917,1/15/2017,Aggravated Assault (Deadly Weapon),Residence or House
6589017,1/15/2017,Aggravated Assault (Deadly Weapon),Apartment
6592317,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6594717,1/15/2017,Criminal Trespassing (All Other Locations),Residence or House
6596917,1/15/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
6595917,1/15/2017,Fam Viol - Stalking - By Other Means (T),Apartment
6601017,1/15/2017,Aggravated Assault (Deadly Weapon),"Hotel, Motel, Inn, Etc."
6602417,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6603217,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6606117,1/15/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
6613017,1/15/2017,Retaliation - By Threat (T),Hospital
6621117,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6621317,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
9577317,1/15/2017,Investigation - Family Violence,Residence or House
6310517,1/15/2017,Resist Arrest/Search by Bodily Force (H),Apartment Parking Lot
6316317,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6318017,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6322017,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6324017,1/15/2017,Aggravated Assault (Deadly Weapon),Residence or House
6326317,1/15/2017,Aggravated Assault (Deadly Weapon),Highway or Freeway
6329917,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
16004317,1/15/2017,Sexual Assault (Force Intercourse),Residence or House
9966217,1/15/2017,Report Created In Error,Residence or House
8877317,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6457517,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6457817,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6463217,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6441517,1/15/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
6442217,1/15/2017,Mental Illness,Residence or House
6585617,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6328417,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
31676717,1/15/2017,Juvenile Abuse / Referrals,Residence or House
6277217,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6340417,1/15/2017,Investigation - Family Violence,Residence or House
6342417,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6350117,1/15/2017,Theft From Person (Unclassified) - Robbery,Bar or Night Club
6353417,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
7417817,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
7301017,1/15/2017,Aggravated Assault (Deadly Weapon),Apartment
6486617,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Police Station
6488017,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6488217,1/15/2017,Criminal Mischief (Auto) < $1500 Loss,Residence or House
6472317,1/15/2017,Aggravated Assault (Deadly Weapon),Residence or House
6480117,1/15/2017,Terroristic Threat by Other Means (T),Apartment
6412817,1/15/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment Parking Lot
6418417,1/15/2017,Aggravated Assault (Deadly Weapon),"Road, Street, or Sidewalk"
6409017,1/15/2017,Resist Arrest/Search by Bodily Force (H),Residence or House
6410217,1/15/2017,Municipal / City Ordinance (All Others),Residence or House
6430717,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6429117,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
6401317,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6405817,1/15/2017,Aggravated Assault (Deadly Weapon),Apartment
6839917,1/15/2017,Aggravated Assault (Deadly Weapon),Residence or House
6542817,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6570017,1/15/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
6571717,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6573817,1/15/2017,Aggravated Assault (Deadly Weapon),Residence or House
6575817,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6579317,1/15/2017,Aggravated Assault (Deadly Weapon),Residence or House
6580217,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6582417,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6582717,1/15/2017,Assault (A/C) Bodily Force (H),Residence or House
6627217,1/15/2017,Terroristic Threat by Other Means (T),Residence or House
6640017,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6656017,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6658117,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6660817,1/15/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
6662317,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6496017,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Vacant Other Residential (Apartment,Dorms)"
6506117,1/15/2017,Fam Viol-Terroristic Threat Other Means(T),"Hotel, Motel, Inn, Etc."
6555917,1/15/2017,Affray (Fighting In A Public Place),Residence or House
6558717,1/15/2017,Investigation - Family Violence,Police Station
6561817,1/15/2017,Investigation - Family Violence,Residence or House
114403018,1/15/2017,Investigation - Other Sex Offenses,Residence or House
6371817,1/15/2017,Lost And Missing Persons (Adults),Residence or House
6372517,1/15/2017,Investigation - Family Violence,Apartment
6376217,1/15/2017,Aggravated Assault (Deadly Weapon),"Vacant Single Occ Resd(House,Townhs,Dplex)"
6381217,1/15/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
6382017,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6367017,1/15/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
6368217,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6368817,1/15/2017,Aggravated Assault (Deadly Weapon),Bar or Night Club
6533217,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
6545617,1/15/2017,Agg Assault (Serious Bodily Injury) (H),Residence or House
6669917,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6673317,1/15/2017,Aggravated Assault (Deadly Weapon),Residence or House
6674117,1/15/2017,Aggravated Assault (Deadly Weapon),Apartment
6680717,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6681517,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6693517,1/15/2017,Aggravated Assault (Deadly Weapon),Apartment
6694017,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6701517,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6293817,1/15/2017,Investigation - Family Violence,Apartment
6291017,1/15/2017,Fam Viol - S.B.Injury - Agg Assault (H),"Road, Street, or Sidewalk"
6290417,1/15/2017,Aggravated Assault (Deadly Weapon),Residence or House
6277517,1/15/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6286917,1/15/2017,Criminal Mischief (Habitation) < $1500,Apartment
6287217,1/15/2017,Mental Illness,Residence or House
6593717,1/15/2017,Aggravated Assault (Deadly Weapon),Apartment
78385818,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Airport Terminal
6702017,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6703217,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Hotel, Motel, Inn, Etc."
6695617,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6701317,1/16/2017,Investigation - Family Violence,Apartment
7223117,1/16/2017,Aggravated Assault (Deadly Weapon),Residence or House
7214417,1/16/2017,Fam Viol - Agg Assault (Impede Breath) (H),Residence or House
7217417,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
7095317,1/16/2017,Aggravated Assault (Deadly Weapon),Apartment
7095517,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Field, Woods, Forest, Park"
7074317,1/16/2017,Investigation - Family Violence,Apartment
7076617,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
7076717,1/16/2017,Assault (A/C) Bodily Force (H),Apartment
7079517,1/16/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
7085717,1/16/2017,Robbery,"Parks and Recreation, Zoo, Swimming Pool"
7086717,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
7016517,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
7016617,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
7017117,1/16/2017,Criminal Mischief (Unclassified) < $1500,Apartment
7015417,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
7023717,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
7025417,1/16/2017,Report Created In Error,"Road, Street, or Sidewalk"
7028517,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6873317,1/16/2017,Criminal Mischief (Auto) < $1500 Loss,Residence or House
6873517,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6879917,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6880017,1/16/2017,Burglary Habitation,Residence or House
6880617,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6883917,1/16/2017,Aggravated Assault (Deadly Weapon),Residence or House
6889217,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6889517,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Multi-Plex Home (Duplex,Triplex Etc.)"
6897517,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
7460917,1/16/2017,Aggravated Assault (Deadly Weapon),"Vacant Storage Fac (Barn,Garage,Warehouse)"
6921417,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6925017,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6929617,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Hotel, Motel, Inn, Etc."
6935317,1/16/2017,Aggravated Assault (Deadly Weapon),Residence or House
6938517,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
6946817,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
6912917,1/16/2017,Criminal Mischief (Auto) < $1500 Loss,"Road, Street, or Sidewalk"
6913117,1/16/2017,Found Property (All Other Items),Residence or House
6914117,1/16/2017,Investigation - Family Violence,Apartment
7030417,1/16/2017,Aggravated Assault (Deadly Weapon),Residence or House
7034617,1/16/2017,Aggravated Assault (Deadly Weapon),Apartment
7029017,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
7040817,1/16/2017,Aggravated Assault (Deadly Weapon),"Road, Street, or Sidewalk"
7042617,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
7045517,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
7362817,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
33532017,1/16/2017,Sexual Assault (Fondling) - Felony,Residence or House
703111717,1/16/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
6841217,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6843617,1/16/2017,Interference with Child Custody,Apartment
6847917,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6858617,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6860517,1/16/2017,Aggravated Assault (Deadly Weapon),Apartment
6756917,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6764617,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
6772617,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6772917,1/16/2017,Aggravated Assault (Deadly Weapon),Apartment Parking Lot
6783617,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6821717,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6823417,1/16/2017,Criminal Mischief (Auto) < $1500 Loss,Strip Business Center Parking Lot
6823917,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6824217,1/16/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
6827517,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
7292317,1/16/2017,Investigation - Sexual Assault - Rape,"Road, Street, or Sidewalk"
7270017,1/16/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
6959617,1/16/2017,Fam Viol - Harassment - By Other Means (T),Apartment
6973717,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6979117,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6980217,1/16/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
6984117,1/16/2017,Aggravated Assault (Deadly Weapon),"Road, Street, or Sidewalk"
6984317,1/16/2017,Fam Viol - Harassment - By Other Means (T),"Other, Unknown, or Not Listed"
6994717,1/16/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
7052817,1/16/2017,Aggravated Assault (Deadly Weapon),Apartment
7061617,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
7062517,1/16/2017,Agg Assault (Serious Bodily Injury) (H),Convenience Store Parking Lot
7063017,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
7745317,1/16/2017,Investigation - Family Violence,Apartment
7761017,1/16/2017,Investigation - Assault,Residence or House
7311517,1/16/2017,Aggravated Assault (Deadly Weapon),Residence or House
9240617,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
7005317,1/16/2017,Agg Assault (Serious Bodily Injury) (H),Residence or House
6995917,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6736217,1/16/2017,Investigation - Family Violence,Apartment
6724617,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
6727317,1/16/2017,Aggravated Assault (Deadly Weapon),Apartment
6745617,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
6745917,1/16/2017,Investigation - Family Violence,"Road, Street, or Sidewalk"
6749517,1/16/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
6750817,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6754317,1/16/2017,Assault (Police Officer)-Bodily Force (H),"Road, Street, or Sidewalk"
6787217,1/16/2017,Investigation - Family Violence,"Vacant Single Occ Resd(House,Townhs,Dplex)"
6787917,1/16/2017,Harassment - By Other Means (T),Residence or House
6800917,1/16/2017,Aggravated Assault (Deadly Weapon),Residence or House
6801217,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
6802317,1/16/2017,Aggravated Assault (Deadly Weapon),Apartment
6806717,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6807517,1/16/2017,Burglary Motor Vehicle (Contents/Not-Part),Driveway
6817017,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
6818217,1/16/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Physician, Doctor, Dentist's Office"
6979417,1/16/2017,Aggravated Assault (Deadly Weapon),Freeway Service Road
73548617,1/17/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
