File Name,REGION,INSTITUTION,MALE,FEMALE,TOTAL,Black #,Black %,White #,White %,Latinx #,Latinx %,American Indian #,American Indian %,Asian #,Asian %,Unknown #,Unknown %,TOTAL,Validation Link
Inmate Characteristics Report FY 2023 Q1.pdf,,NBCI,1012,.,1012,816,80.6%,156,15.4%,34,3.4%,1,.1%,3,.3%,2,.2%,1012,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=c485fde1c8b0b222_3abff4f8a2b47ed6&schid=8018&row=2&page=0
Inmate Characteristics Report FY 2023 Q1.pdf,,RCI,1552,.,1552,1118,72.0%,348,22.4%,76,4.9%,5,.3%,2,.1%,3,.2%,1552,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=c485fde1c8b0b222_3abff4f8a2b47ed6&schid=8018&row=3&page=0
Inmate Characteristics Report FY 2023 Q1.pdf,,WCI,1555,.,1555,1106,71.1%,349,22.4%,81,5.2%,4,.3%,8,.5%,7,.5%,1555,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=c485fde1c8b0b222_3abff4f8a2b47ed6&schid=8018&row=4&page=0
Inmate Characteristics Report FY 2023 Q1.pdf,,TOTAL,6976,.,6976,4924,70.6%,1538,22.0%,458,6.6%,12,.2%,28,.4%,16,.2%,6976,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=c485fde1c8b0b222_3abff4f8a2b47ed6&schid=8018&row=5&page=0
Inmate Characteristics Report FY 2023 Q1.pdf,EAST,BCCC,401,.,401,306,76.3%,85,21.2%,7,1.7%,1,.2%,1,.2%,1,.2%,401,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=c485fde1c8b0b222_3abff4f8a2b47ed6&schid=8018&row=6&page=0
Inmate Characteristics Report FY 2023 Q1.pdf,,CMCF,276,.,276,201,72.8%,66,23.9%,7,2.5%,1,.4%,1,.4%,0,.0%,276,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=c485fde1c8b0b222_3abff4f8a2b47ed6&schid=8018&row=7&page=0
Inmate Characteristics Report FY 2023 Q1.pdf,,DRCF,662,.,662,513,77.5%,129,19.5%,14,2.1%,2,.3%,3,.5%,1,.2%,662,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=c485fde1c8b0b222_3abff4f8a2b47ed6&schid=8018&row=8&page=0
Inmate Characteristics Report FY 2023 Q1.pdf,,ECI-A,382,.,382,276,72.3%,98,25.7%,7,1.8%,1,.3%,0,.0%,0,.0%,382,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=c485fde1c8b0b222_3abff4f8a2b47ed6&schid=8018&row=9&page=0
Inmate Characteristics Report FY 2023 Q1.pdf,,ECI-E,1217,.,1217,833,68.4%,321,26.4%,56,4.6%,3,.2%,3,.2%,1,.1%,1217,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=c485fde1c8b0b222_3abff4f8a2b47ed6&schid=8018&row=10&page=0
Inmate Characteristics Report FY 2023 Q1.pdf,,ECI-W,1213,.,1213,894,73.7%,263,21.7%,45,3.7%,3,.2%,6,.5%,2,.2%,1213,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=c485fde1c8b0b222_3abff4f8a2b47ed6&schid=8018&row=11&page=0
Inmate Characteristics Report FY 2023 Q1.pdf,,JCI MCIJ,1846 601,. .,1846 601,1385 427,75.0% 71.0%,378 132,20.5% 22.0%,72 36,3.9% 6.0%,1 3,.1% .5%,7 1,.4% .2%,3 2,.2% .3%,1846 601,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=c485fde1c8b0b222_3abff4f8a2b47ed6&schid=8018&row=12&page=0
Inmate Characteristics Report FY 2023 Q1.pdf,,MCIW,.,482,482,253,52.5%,209,43.4%,10,2.1%,3,.6%,3,.6%,4,.8%,482,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=c485fde1c8b0b222_3abff4f8a2b47ed6&schid=8018&row=13&page=0
Inmate Characteristics Report FY 2023 Q1.pdf,,MRDCC,68,.,68,63,92.6%,5,7.4%,0,.0%,0,.0%,0,.0%,0,.0%,68,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=c485fde1c8b0b222_3abff4f8a2b47ed6&schid=8018&row=14&page=0
Inmate Characteristics Report FY 2023 Q1.pdf,,TOTAL,6666,482,7148,5151,72.1%,1686,23.6%,254,3.6%,18,.3%,25,.3%,14,.2%,7148,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=c485fde1c8b0b222_3abff4f8a2b47ed6&schid=8018&row=15&page=0
Inmate Characteristics Report FY 2023 Q1.pdf,PATX,PATX-M PATX-F,601 .,. 19,601 19,470 7,78.2% 36.8%,114 12,19.0% 63.2%,14 0,2.3% .0%,1 0,.2% .0%,2 0,.3% .0%,0 0,.0% .0%,601 19,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=c485fde1c8b0b222_3abff4f8a2b47ed6&schid=8018&row=16&page=0
Inmate Characteristics Report FY 2023 Q1.pdf,,TOTAL,601,19,620,477,76.9%,126,20.3%,14,2.3%,1,.2%,2,.3%,0,.0%,620,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=c485fde1c8b0b222_3abff4f8a2b47ed6&schid=8018&row=17&page=0
Inmate Characteristics Report FY 2023 Q1.pdf,DPDS,BCBIC MTC YDC TOTAL,102 139 4 245,4 . . 4,106 139 4 249,91 121 3 215,85.8% 87.1% 75.0% 86.3%,9 14 0 23,8.5% 10.1% .0% 9.2%,5 2 1 8,4.7% 1.4% 25.0% 3.2%,0 1 0 1,.0% .7% .0% .4%,0 1 0 1,.0% .7% .0% .4%,1 0 0 1,.9% .0% .0% .4%,106 139 4 249,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=c485fde1c8b0b222_3abff4f8a2b47ed6&schid=8018&row=18&page=0
Inmate Characteristics Report FY 2023 Q1.pdf,OTHER,CHDU TOTAL,170 170,19 19,189 189,141 141,74.6% 74.6%,46 46,24.3% 24.3%,2 2,1.1% 1.1%,0 0,.0% .0%,0 0,.0% .0%,0 0,.0% .0%,189 189,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=c485fde1c8b0b222_3abff4f8a2b47ed6&schid=8018&row=19&page=0
Inmate Characteristics Report FY 2023 Q1.pdf,GRAND,TOTAL,14658,524,15182,10908,71.8%,3419,22.5%,736,4.8%,32,.2%,56,.4%,31,.2%,15182,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=c485fde1c8b0b222_3abff4f8a2b47ed6&schid=8018&row=20&page=0
Inmate Characteristics Report FY 2023 Q2.pdf,WEST,MCIH MCTC,797 2048,. .,797 2048,539 1318,67.6% 64.4%,177 515,22.2% 25.1%,74 200,9.3% 9.8%,1 1,.1% .0%,4 11,.5% .5%,2 3,.3% .1%,797 2048,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=b17c9a0822fe465f_3abff4f8a2b47ed6&schid=8018&row=0&page=0
Inmate Characteristics Report FY 2023 Q2.pdf,,NBCI,1013,.,1013,814,80.4%,158,15.6%,35,3.5%,1,.1%,3,.3%,2,.2%,1013,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=b17c9a0822fe465f_3abff4f8a2b47ed6&schid=8018&row=1&page=0
Inmate Characteristics Report FY 2023 Q2.pdf,,RCI,1575,.,1575,1139,72.3%,353,22.4%,74,4.7%,4,.3%,2,.1%,3,.2%,1575,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=b17c9a0822fe465f_3abff4f8a2b47ed6&schid=8018&row=2&page=0
Inmate Characteristics Report FY 2023 Q2.pdf,,WCI,1554,.,1554,1122,72.2%,332,21.4%,84,5.4%,3,.2%,9,.6%,4,.3%,1554,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=b17c9a0822fe465f_3abff4f8a2b47ed6&schid=8018&row=3&page=0
Inmate Characteristics Report FY 2023 Q2.pdf,,TOTAL,6987,.,6987,4932,70.6%,1535,22.0%,467,6.7%,10,.1%,29,.4%,14,.2%,6987,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=b17c9a0822fe465f_3abff4f8a2b47ed6&schid=8018&row=4&page=0
Inmate Characteristics Report FY 2023 Q2.pdf,EAST,BCCC,424,.,424,333,78.5%,77,18.2%,9,2.1%,1,.2%,3,.7%,1,.2%,424,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=b17c9a0822fe465f_3abff4f8a2b47ed6&schid=8018&row=5&page=0
Inmate Characteristics Report FY 2023 Q2.pdf,,CMCF,311,.,311,230,74.0%,74,23.8%,3,1.0%,4,1.3%,0,.0%,0,.0%,311,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=b17c9a0822fe465f_3abff4f8a2b47ed6&schid=8018&row=6&page=0
Inmate Characteristics Report FY 2023 Q2.pdf,,DRCF,665,.,665,519,78.0%,128,19.2%,13,2.0%,2,.3%,3,.5%,0,.0%,665,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=b17c9a0822fe465f_3abff4f8a2b47ed6&schid=8018&row=7&page=0
Inmate Characteristics Report FY 2023 Q2.pdf,,ECI-A,422,.,422,303,71.8%,109,25.8%,8,1.9%,1,.2%,1,.2%,0,.0%,422,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=b17c9a0822fe465f_3abff4f8a2b47ed6&schid=8018&row=8&page=0
Inmate Characteristics Report FY 2023 Q2.pdf,,ECI-E,1275,.,1275,864,67.8%,340,26.7%,62,4.9%,4,.3%,2,.2%,3,.2%,1275,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=b17c9a0822fe465f_3abff4f8a2b47ed6&schid=8018&row=9&page=0
Inmate Characteristics Report FY 2023 Q2.pdf,,ECI-W,1236,.,1236,914,73.9%,260,21.0%,52,4.2%,1,.1%,7,.6%,2,.2%,1236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=b17c9a0822fe465f_3abff4f8a2b47ed6&schid=8018&row=10&page=0
Inmate Characteristics Report FY 2023 Q2.pdf,,JCI,1865,.,1865,1410,75.6%,372,19.9%,67,3.6%,2,.1%,9,.5%,5,.3%,1865,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=b17c9a0822fe465f_3abff4f8a2b47ed6&schid=8018&row=11&page=0
Inmate Characteristics Report FY 2023 Q2.pdf,,MCIJ,603,.,603,429,71.1%,133,22.1%,36,6.0%,2,.3%,1,.2%,2,.3%,603,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=b17c9a0822fe465f_3abff4f8a2b47ed6&schid=8018&row=12&page=0
Inmate Characteristics Report FY 2023 Q2.pdf,,MCIW,.,492,492,270,54.9%,202,41.1%,10,2.0%,3,.6%,3,.6%,4,.8%,492,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=b17c9a0822fe465f_3abff4f8a2b47ed6&schid=8018&row=13&page=0
Inmate Characteristics Report FY 2023 Q2.pdf,,MRDCC,46,.,46,41,89.1%,2,4.3%,2,4.3%,1,2.2%,0,.0%,0,.0%,46,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=b17c9a0822fe465f_3abff4f8a2b47ed6&schid=8018&row=14&page=0
Inmate Characteristics Report FY 2023 Q2.pdf,,TOTAL,6847,492,7339,5313,72.4%,1697,23.1%,262,3.6%,21,.3%,29,.4%,17,.2%,7339,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=b17c9a0822fe465f_3abff4f8a2b47ed6&schid=8018&row=15&page=0
Inmate Characteristics Report FY 2023 Q2.pdf,PATX,PATX-M PATX-F TOTAL,587 . 587,. 18 18,587 18 605,458 6 464,78.0% 33.3% 76.7%,112 12 124,19.1% 66.7% 20.5%,14 0 14,2.4% .0% 2.3%,1 0 1,.2% .0% .2%,2 0 2,.3% .0% .3%,0 0 0,.0% .0% .0%,587 18 605,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=b17c9a0822fe465f_3abff4f8a2b47ed6&schid=8018&row=16&page=0
Inmate Characteristics Report FY 2023 Q2.pdf,DPDS,BCBIC,94,10,104,84,80.8%,15,14.4%,4,3.8%,0,.0%,0,.0%,1,1.0%,104,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=b17c9a0822fe465f_3abff4f8a2b47ed6&schid=8018&row=17&page=0
Inmate Characteristics Report FY 2023 Q2.pdf,,MTC,84,.,84,74,88.1%,8,9.5%,0,.0%,2,2.4%,0,.0%,0,.0%,84,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=b17c9a0822fe465f_3abff4f8a2b47ed6&schid=8018&row=18&page=0
Inmate Characteristics Report FY 2023 Q2.pdf,,YDC,7,.,7,6,85.7%,0,.0%,1,14.3%,0,.0%,0,.0%,0,.0%,7,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=b17c9a0822fe465f_3abff4f8a2b47ed6&schid=8018&row=19&page=0
Inmate Characteristics Report FY 2023 Q2.pdf,OTHER,TOTAL CHDU TOTAL,185 190 190,10 13 13,195 203 203,164 154 154,84.1% 75.9% 75.9%,23 48 48,11.8% 23.6% 23.6%,5 1 1,2.6% .5% .5%,2 0 0,1.0% .0% .0%,0 0 0,.0% .0% .0%,1 0 0,.5% .0% .0%,195 203 203,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=b17c9a0822fe465f_3abff4f8a2b47ed6&schid=8018&row=20&page=0
Inmate Characteristics Report FY 2023 Q2.pdf,GRAND,TOTAL,14796,533,15329,11027,71.9%,3427,22.4%,749,4.9%,34,.2%,60,.4%,32,.2%,15329,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=b17c9a0822fe465f_3abff4f8a2b47ed6&schid=8018&row=21&page=0
Inmate Characteristics Report FY 2023 Q3.pdf,WEST,MCIH MCTC,802 2065,. .,802 2065,524 1316,65.3% 63.7%,193 530,24.1% 25.7%,74 204,9.2% 9.9%,2 1,.2% .0%,7 11,.9% .5%,2 3,.2% .1%,802 2065,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ca804a2b0c6eaeb1_3abff4f8a2b47ed6&schid=8018&row=0&page=0
Inmate Characteristics Report FY 2023 Q3.pdf,,NBCI,1015,.,1015,819,80.7%,155,15.3%,36,3.5%,1,.1%,3,.3%,1,.1%,1015,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ca804a2b0c6eaeb1_3abff4f8a2b47ed6&schid=8018&row=1&page=0
Inmate Characteristics Report FY 2023 Q3.pdf,,RCI,1600,.,1600,1165,72.8%,346,21.6%,80,5.0%,5,.3%,2,.1%,2,.1%,1600,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ca804a2b0c6eaeb1_3abff4f8a2b47ed6&schid=8018&row=2&page=0
Inmate Characteristics Report FY 2023 Q3.pdf,,WCI,1526,.,1526,1114,73.0%,319,20.9%,78,5.1%,2,.1%,9,.6%,4,.3%,1526,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ca804a2b0c6eaeb1_3abff4f8a2b47ed6&schid=8018&row=3&page=0
Inmate Characteristics Report FY 2023 Q3.pdf,,TOTAL,7008,.,7008,4938,70.5%,1543,22.0%,472,6.7%,11,.2%,32,.5%,12,.2%,7008,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ca804a2b0c6eaeb1_3abff4f8a2b47ed6&schid=8018&row=4&page=0
Inmate Characteristics Report FY 2023 Q3.pdf,EAST,BCCC,401,.,401,319,79.6%,68,17.0%,6,1.5%,1,.2%,4,1.0%,3,.7%,401,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ca804a2b0c6eaeb1_3abff4f8a2b47ed6&schid=8018&row=5&page=0
Inmate Characteristics Report FY 2023 Q3.pdf,,CMCF,368,.,368,263,71.5%,98,26.6%,4,1.1%,2,.5%,0,.0%,1,.3%,368,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ca804a2b0c6eaeb1_3abff4f8a2b47ed6&schid=8018&row=6&page=0
Inmate Characteristics Report FY 2023 Q3.pdf,,DRCF,735,.,735,578,78.6%,142,19.3%,11,1.5%,2,.3%,2,.3%,0,.0%,735,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ca804a2b0c6eaeb1_3abff4f8a2b47ed6&schid=8018&row=7&page=0
Inmate Characteristics Report FY 2023 Q3.pdf,,ECI-A,399,.,399,289,72.4%,102,25.6%,7,1.8%,0,.0%,1,.3%,0,.0%,399,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ca804a2b0c6eaeb1_3abff4f8a2b47ed6&schid=8018&row=8&page=0
Inmate Characteristics Report FY 2023 Q3.pdf,,ECI-E,1270,.,1270,874,68.8%,323,25.4%,64,5.0%,3,.2%,2,.2%,4,.3%,1270,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ca804a2b0c6eaeb1_3abff4f8a2b47ed6&schid=8018&row=9&page=0
Inmate Characteristics Report FY 2023 Q3.pdf,,ECI-W,1240,.,1240,918,74.0%,265,21.4%,48,3.9%,1,.1%,7,.6%,1,.1%,1240,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ca804a2b0c6eaeb1_3abff4f8a2b47ed6&schid=8018&row=10&page=0
Inmate Characteristics Report FY 2023 Q3.pdf,,JCI,1892,.,1892,1452,76.7%,351,18.6%,75,4.0%,2,.1%,6,.3%,6,.3%,1892,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ca804a2b0c6eaeb1_3abff4f8a2b47ed6&schid=8018&row=11&page=0
Inmate Characteristics Report FY 2023 Q3.pdf,,MCIJ,615,.,615,448,72.8%,125,20.3%,35,5.7%,3,.5%,2,.3%,2,.3%,615,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ca804a2b0c6eaeb1_3abff4f8a2b47ed6&schid=8018&row=12&page=0
Inmate Characteristics Report FY 2023 Q3.pdf,,MCIW,.,527,527,291,55.2%,212,40.2%,12,2.3%,3,.6%,5,.9%,4,.8%,527,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ca804a2b0c6eaeb1_3abff4f8a2b47ed6&schid=8018&row=13&page=0
Inmate Characteristics Report FY 2023 Q3.pdf,,MRDCC,42,.,42,39,92.9%,3,7.1%,0,.0%,0,.0%,0,.0%,0,.0%,42,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ca804a2b0c6eaeb1_3abff4f8a2b47ed6&schid=8018&row=14&page=0
Inmate Characteristics Report FY 2023 Q3.pdf,,TOTAL,6962,527,7489,5471,73.1%,1689,22.6%,262,3.5%,17,.2%,29,.4%,21,.3%,7489,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ca804a2b0c6eaeb1_3abff4f8a2b47ed6&schid=8018&row=15&page=0
Inmate Characteristics Report FY 2023 Q3.pdf,PATX,PATX-M PATX-F,587 .,. 15,587 15,459 4,78.2% 26.7%,111 11,18.9% 73.3%,13 0,2.2% .0%,2 0,.3% .0%,2 0,.3% .0%,0 0,.0% .0%,587 15,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ca804a2b0c6eaeb1_3abff4f8a2b47ed6&schid=8018&row=16&page=0
Inmate Characteristics Report FY 2023 Q3.pdf,DPDS,TOTAL BCBIC MTC YDC,587 95 68 6,15 6 . 1,602 101 68 7,463 86 59 6,76.9% 85.1% 86.8% 85.7%,122 11 8 0,20.3% 10.9% 11.8% .0%,13 3 1 1,2.2% 3.0% 1.5% 14.3%,2 0 0 0,.3% .0% .0% .0%,2 0 0 0,.3% .0% .0% .0%,0 1 0 0,.0% 1.0% .0% .0%,602 101 68 7,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ca804a2b0c6eaeb1_3abff4f8a2b47ed6&schid=8018&row=17&page=0
Inmate Characteristics Report FY 2023 Q3.pdf,,TOTAL,169,7,176,151,85.8%,19,10.8%,5,2.8%,0,.0%,0,.0%,1,.6%,176,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ca804a2b0c6eaeb1_3abff4f8a2b47ed6&schid=8018&row=18&page=0
Inmate Characteristics Report FY 2023 Q3.pdf,OTHER,CHDU TOTAL,169 169,13 13,182 182,135 135,74.2% 74.2%,41 41,22.5% 22.5%,5 5,2.7% 2.7%,0 0,.0% .0%,1 1,.5% .5%,0 0,.0% .0%,182 182,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ca804a2b0c6eaeb1_3abff4f8a2b47ed6&schid=8018&row=19&page=0
Inmate Characteristics Report FY 2023 Q3.pdf,GRAND,TOTAL,14895,562,15457,11158,72.2%,3414,22.1%,757,4.9%,30,.2%,64,.4%,34,.2%,15457,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=ca804a2b0c6eaeb1_3abff4f8a2b47ed6&schid=8018&row=20&page=0
Inmate Characteristics Report FY 2023 Q4.pdf,WEST,MCIH,801,.,801,541,67.5%,179,22.3%,71,8.9%,3,.4%,5,.6%,2,.2%,801,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cfdfc1b7780e164f_3abff4f8a2b47ed6&schid=8018&row=0&page=0
Inmate Characteristics Report FY 2023 Q4.pdf,,MCTC,2140,.,2140,1370,64.0%,548,25.6%,206,9.6%,2,.1%,10,.5%,4,.2%,2140,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cfdfc1b7780e164f_3abff4f8a2b47ed6&schid=8018&row=1&page=0
Inmate Characteristics Report FY 2023 Q4.pdf,,NBCI,1029,.,1029,831,80.8%,156,15.2%,37,3.6%,1,.1%,3,.3%,1,.1%,1029,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cfdfc1b7780e164f_3abff4f8a2b47ed6&schid=8018&row=2&page=0
Inmate Characteristics Report FY 2023 Q4.pdf,,RCI,1598,.,1598,1165,72.9%,341,21.3%,81,5.1%,4,.3%,5,.3%,2,.1%,1598,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cfdfc1b7780e164f_3abff4f8a2b47ed6&schid=8018&row=3&page=0
Inmate Characteristics Report FY 2023 Q4.pdf,,WCI,1488,.,1488,1084,72.8%,310,20.8%,80,5.4%,2,.1%,9,.6%,3,.2%,1488,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cfdfc1b7780e164f_3abff4f8a2b47ed6&schid=8018&row=4&page=0
Inmate Characteristics Report FY 2023 Q4.pdf,,TOTAL,7056,.,7056,4991,70.7%,1534,21.7%,475,6.7%,12,.2%,32,.5%,12,.2%,7056,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cfdfc1b7780e164f_3abff4f8a2b47ed6&schid=8018&row=5&page=0
Inmate Characteristics Report FY 2023 Q4.pdf,EAST,BCCC,443,.,443,355,80.1%,71,16.0%,10,2.3%,0,.0%,4,.9%,3,.7%,443,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cfdfc1b7780e164f_3abff4f8a2b47ed6&schid=8018&row=6&page=0
Inmate Characteristics Report FY 2023 Q4.pdf,,CMCF,353,.,353,253,71.7%,89,25.2%,6,1.7%,2,.6%,2,.6%,1,.3%,353,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cfdfc1b7780e164f_3abff4f8a2b47ed6&schid=8018&row=7&page=0
Inmate Characteristics Report FY 2023 Q4.pdf,,DRCF,799,.,799,635,79.5%,145,18.1%,14,1.8%,2,.3%,3,.4%,0,.0%,799,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cfdfc1b7780e164f_3abff4f8a2b47ed6&schid=8018&row=8&page=0
Inmate Characteristics Report FY 2023 Q4.pdf,,ECI-A,419,.,419,298,71.1%,111,26.5%,8,1.9%,0,.0%,2,.5%,0,.0%,419,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cfdfc1b7780e164f_3abff4f8a2b47ed6&schid=8018&row=9&page=0
